osm_id,name,centroid_base,centroid_lat,centroid_lon,main_entrance_lat,main_entrance_lon,category,cohort,walking_distance_centroid_to_main_entrance_m,walking_distance_centroid_to_nearest_driving_road_m,walking_distance_centroid_to_nearest_transit_stop_m,walking_distance_main_entrance_to_nearest_driving_road_m,walking_distance_main_entrance_to_nearest_transit_stop_m,is_same_nearest_driving_road,is_same_transit_stop,euclidean_distance_centroid_to_main_entrance_m,absolute_difference_nearest_road_distance_m,absolute_difference_nearest_transit_stop_distance_m
way/558738367,北京英国学校,area,40.0818675,116.5138935,40.0818137,116.5145457,,world,211,263,,54,,TRUE,,56,209,
way/579076871,Baan Elephant Home,building,18.7831365,98.9836361,18.7831702,98.9836522,,world,4,7,362,3,358,TRUE,TRUE,4,4,4
way/592932785,,area,36.3700529,114.9207948,36.3711099,114.918645,,world,252,272,,9,,FALSE,,226,263,
way/626410356,,building,41.2768,123.1627251,41.2767375,123.1628003,,world,9,21,,13,,TRUE,,9,8,
way/626547775,,building,-29.6794635,-51.0570209,-29.6795318,-51.0569495,,world,10,26,,16,,TRUE,,10,10,
way/714215899,,area,45.2792743,130.2698093,45.2790827,130.2699486,,world,24,284,,258,,TRUE,,24,26,
way/719451020,Instituto Federal do Amazonas,area,-7.2497913,-64.7833006,-7.251003,-64.7833211,,world,236,1,196,61,104,FALSE,TRUE,135,60,92
way/725153474,文化公园,area,34.8048527,113.6619296,34.8055851,113.6595111,,world,345,243,318,9,28,FALSE,TRUE,235,234,290
way/745105014,,area,44.0873309,-123.1147427,44.0869781,-123.1149776,,world,81,32,657,26,610,FALSE,TRUE,43,6,47
way/759064542,,area,23.5837631,-103.2463506,23.5831719,-103.2465507,,world,69,81,,12,,TRUE,,69,69,
way/769407075,,building,36.8424668,119.4065264,36.8421428,119.4064832,,world,134,138,,97,,TRUE,,36,41,
way/788833185,,multiple buildings,40.1161964,141.8325503,40.1158053,141.832448,,world,72,184,,190,,TRUE,,44,6,
way/802666145,Parque Triangular,area,18.1678684,-93.0169576,18.1678598,-93.0170193,,world,9,11,,5,,FALSE,,7,6,
way/807573917,,multiple buildings,23.107415,109.6087608,23.1078782,109.6075191,,world,137,122,,56,,FALSE,,137,66,
way/820893449,,building,50.7168667,5.1268615,50.7170024,5.1264893,,world,30,76,502,44,474,TRUE,TRUE,30,32,28
way/862736394,,area,37.7952613,112.5984545,37.7952219,112.5983754,,world,8,151,,143,,TRUE,,8,8,
way/866599251,,area,32.5394543,112.3677182,32.5402911,112.368292,,world,167,190,,24,,TRUE,,107,166,
way/878550054,,area,35.7574329,116.8115344,35.7574713,116.8115578,,world,5,103,446,99,440,TRUE,TRUE,5,4,6
way/893645550,人口文化园,area,27.7938008,114.9367861,27.7939593,114.935734,,world,141,62,,15,,FALSE,,105,47,
way/968647890,国家税务总局新县税务局,building,31.6556382,114.8770514,31.6555826,114.8770644,,world,6,92,,82,,TRUE,,6,10,
way/970002045,,multiple buildings,15.0797162,-90.2824754,15.0792588,-90.2834915,,world,252,95,,20,,FALSE,,120,75,
way/970436361,,multiple buildings,34.3724998,107.2016478,34.3717691,107.2036996,,world,288,368,,142,,FALSE,,205,226,
way/975216567,Đảng uỷ - HĐND - UBND xã Thuỵ Lôi,building,20.6599159,106.1504416,20.6598729,106.1504332,,world,5,36,,31,,TRUE,,5,5,
way/977470769,,building,3.4066713,101.5685555,3.4066645,101.5686393,,world,9,20,715,11,705,TRUE,TRUE,9,9,10
way/987222527,The Back Road Garage,building,33.6009724,-96.5684514,33.6008756,-96.5685654,,world,15,87,,72,,TRUE,,15,15,
way/990563446,,area,39.1612689,116.4184251,39.1605917,116.4180876,,world,254,245,,258,,TRUE,,81,13,
relation/11148662,Carrefour de l'Estrie,building,45.4013753,-71.9515781,45.4021984,-71.9525797,shopping_center,quebec,167,350,189,179,20,TRUE,TRUE,120,171,169
relation/11969384,UdeS,area,45.3772273,-71.9335742,45.3795946,-71.9276783,university,quebec,739,88,124,357,197,FALSE,FALSE,530,269,73
relation/12116831,Parc national du Mont-Orford,area,45.4131977,-72.18074,45.3293793,-72.1959255,national_park,quebec,13453,1129,,1073,,FALSE,,9395,56,
relation/12212197,CHUS Fleurimont,area,45.4480609,-71.8674602,45.4473383,-71.8682224,hospital,quebec,148,494,164,370,40,TRUE,TRUE,100,124,124
relation/13059419,CHUM,building,45.5112797,-73.5570291,45.5117072,-73.5578163,hospital,quebec,401,44,198,112,121,FALSE,FALSE,78,68,77
relation/13120077,UQAM Montréal,area,45.5118064,-73.5641761,45.5139488,-73.5605163,university,quebec,470,4,102,19,251,FALSE,FALSE,372,15,149
relation/13870975,McGill MacDonald,area,45.4223444,-73.9443587,45.4077566,-73.9386539,university,quebec,2806,628,790,535,252,FALSE,FALSE,1682,93,538
relation/15421717,Parc national de la Jacques-Cartier,area,47.2922429,-71.3485495,47.1750527,-71.3694492,national_park,quebec,46118,15296,,10629,,FALSE,,13126,4667,
relation/15607282,Centre Laval,building,45.5618185,-73.7315902,45.5612398,-73.7296738,shopping_center,quebec,214,248,299,121,150,FALSE,FALSE,162,127,149
relation/17862811,Hôpital Maisonneuve-Rosemont,area,45.5757845,-73.5597631,45.5738331,-73.5597781,hospital,quebec,367,246,250,41,66,FALSE,FALSE,217,205,184
relation/19344839,Université Bishop's,area,45.3613169,-71.8442929,45.3661173,-71.8478621,university,quebec,894,677,699,159,51,FALSE,FALSE,602,518,648
relation/21100748,INRS Baie-Saint-Paul,building,47.4385928,-70.5059935,47.4385311,-70.5066416,university_small,quebec,77,62,,21,,TRUE,,49,41,
relation/21100815,ULaval Québec,area,46.7816528,-71.2761117,46.7793686,-71.2698127,university,quebec,744,134,169,25,53,FALSE,FALSE,543,109,116
relation/21112385,Université du Québec à Chicoutimi,area,48.4200182,-71.0519775,48.4198041,-71.0520366,university,quebec,31,217,195,186,181,TRUE,TRUE,24,31,14
relation/21112497,UQAT Sept-Îles,building,50.227057,-66.3529944,50.226801,-66.3540321,university_small,quebec,100,146,,123,,TRUE,,79,23,
relation/21112519,UQAT Alma,building,48.5455251,-71.6554194,48.5447328,-71.6542719,university_small,quebec,390,163,,37,,FALSE,,122,126,
relation/21112626,UQAC Saint-Félicien,building,48.6496783,-72.4590294,48.649963,-72.4586022,university_small,quebec,539,160,,135,,FALSE,,45,25,
relation/21114885,PolyMTL,multiple buildings,45.5040661,-73.6135717,45.5047686,-73.6134408,university_small,quebec,148,514,504,372,371,TRUE,TRUE,79,142,133
relation/3437968,UdeM Principal,area,45.5054621,-73.6148852,45.5027699,-73.6150438,university,quebec,405,247,249,333,327,FALSE,FALSE,300,86,78
relation/5212364,Parc national du Bic,area,48.3445825,-68.789893,48.3549239,-68.7547251,national_park,quebec,3588,2847,,158,,FALSE,,2842,2689,
